"path","category","source","title","description","search_keywords"
"assets/images/places/gafsa_transport_30.jpg","place-gallery-transport","places.json","Gafsa Local Ride Collective gallery","Secondary gallery view for Gafsa Local Ride Collective in Gafsa.","Gafsa Tunisia, transport, Transport, Private ride, Local Partner, Oasis, History, gallery"
"assets/images/places/jendouba_accommodation_1.jpg","place-main-accommodation","places.json","Dar Jendouba Forest House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Jendouba with breakfast, concierge help, and nearby heritage routes.","Jendouba Tunisia, accommodation, Heritage, Boutique, Local Partner, Forests, Heritage, local travel"
"assets/images/places/jendouba_accommodation_2.jpg","place-main-accommodation","places.json","Jendouba Falls Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Jendouba suited to couples, families, and friends exploring the region.","Jendouba Tunisia, accommodation, Nature, Comfort, Family, Forests, Heritage, local travel"
"assets/images/places/jendouba_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Jendouba Forest House gallery","Secondary gallery view for Dar Jendouba Forest House in Jendouba.","Jendouba Tunisia, accommodation, Heritage, Boutique, Local Partner, Forests, Heritage, gallery"
"assets/images/places/jendouba_accommodation_22.jpg","place-gallery-accommodation","places.json","Jendouba Falls Guest Lodge gallery","Secondary gallery view for Jendouba Falls Guest Lodge in Jendouba.","Jendouba Tunisia, accommodation, Nature, Comfort, Family, Forests, Heritage, gallery"
"assets/images/places/jendouba_activity_27.jpg","place-gallery-activity","places.json","Jendouba Cycling Escape gallery","Secondary gallery view for Jendouba Cycling Escape in Jendouba.","Jendouba Tunisia, activity, Cycling, Adventure, Nature, Forests, Heritage, gallery"
"assets/images/places/jendouba_activity_28.jpg","place-gallery-activity","places.json","Jendouba Trail Adventure Trail gallery","Secondary gallery view for Jendouba Trail Adventure Trail in Jendouba.","Jendouba Tunisia, activity, Adventure, Guided, Nature, Forests, Heritage, gallery"
"assets/images/places/jendouba_activity_7.jpg","place-main-activity","places.json","Jendouba Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Jendouba designed for curious travelers seeking active discovery.","Jendouba Tunisia, activity, Cycling, Adventure, Nature, Forests, Heritage, local travel"
"assets/images/places/jendouba_activity_8.jpg","place-main-activity","places.json","Jendouba Trail Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Jendouba with local guide support, stories, and practical logistics included.","Jendouba Tunisia, activity, Adventure, Guided, Nature, Forests, Heritage, local travel"
"assets/images/places/jendouba_artisan_25.jpg","place-gallery-artisan","places.json","Jendouba Heritage Atelier gallery","Secondary gallery view for Jendouba Heritage Atelier in Jendouba.","Jendouba Tunisia, artisan, Artisan, Workshop, Local Partner, Forests, Heritage, gallery"
"assets/images/places/jendouba_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Jendouba gallery","Secondary gallery view for Blue Door Crafts Jendouba in Jendouba.","Jendouba Tunisia, artisan, Artisan, Design, Handmade, Forests, Heritage, gallery"
"assets/images/places/jendouba_artisan_5.jpg","place-main-artisan","places.json","Jendouba Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Jendouba offering demonstrations, small-batch products, and cultural context.","Jendouba Tunisia, artisan, Artisan, Workshop, Local Partner, Forests, Heritage, local travel"
"assets/images/places/jendouba_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Jendouba","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Jendouba where travelers can shop responsibly and learn about local techniques.","Jendouba Tunisia, artisan, Artisan, Design, Handmade, Forests, Heritage, local travel"
"assets/images/places/jendouba_museum_29.jpg","place-gallery-museum","places.json","Jendouba Living Heritage House gallery","Secondary gallery view for Jendouba Living Heritage House in Jendouba.","Jendouba Tunisia, museum, Heritage, Museum, Culture, Forests, Heritage, gallery"
"assets/images/places/jendouba_museum_9.jpg","place-main-museum","places.json","Jendouba Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Jendouba presenting architecture, memory, and craft in a visitor-friendly format.","Jendouba Tunisia, museum, Heritage, Museum, Culture, Forests, Heritage, local travel"
"assets/images/places/jendouba_naturespot_11.jpg","place-main-natureSpot","places.json","Jendouba Forest Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Jendouba offering guided walks, open views, and easy half-day planning.","Jendouba Tunisia, natureSpot, Nature, Panorama, Family, Forests, Heritage, local travel"
"assets/images/places/jendouba_naturespot_31.jpg","place-gallery-natureSpot","places.json","Jendouba Forest Nature Lookout gallery","Secondary gallery view for Jendouba Forest Nature Lookout in Jendouba.","Jendouba Tunisia, natureSpot, Nature, Panorama, Family, Forests, Heritage, gallery"
"assets/images/places/jendouba_restaurant_23.jpg","place-gallery-restaurant","places.json","Jendouba Medina Table gallery","Secondary gallery view for Jendouba Medina Table in Jendouba.","Jendouba Tunisia, restaurant, Culinary, Traditional, Local Partner, Forests, Heritage, gallery"
"assets/images/places/jendouba_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Jendouba gallery","Secondary gallery view for Olive Route Kitchen Jendouba in Jendouba.","Jendouba Tunisia, restaurant, Culinary, Chef table, Food, Forests, Heritage, gallery"
"assets/images/places/jendouba_restaurant_3.jpg","place-main-restaurant","places.json","Jendouba Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Jendouba focused on regional recipes, tasting plates, and warm service.","Jendouba Tunisia, restaurant, Culinary, Traditional, Local Partner, Forests, Heritage, local travel"
"assets/images/places/jendouba_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Jendouba","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Jendouba with polished plating and seasonal menus.","Jendouba Tunisia, restaurant, Culinary, Chef table, Food, Forests, Heritage, local travel"
"assets/images/places/jendouba_transport_10.jpg","place-main-transport","places.json","Jendouba Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Jendouba with airport, station, city, and day-trip options.","Jendouba Tunisia, transport, Transport, Private ride, Local Partner, Forests, Heritage, local travel"
"assets/images/places/jendouba_transport_30.jpg","place-gallery-transport","places.json","Jendouba Local Ride Collective gallery","Secondary gallery view for Jendouba Local Ride Collective in Jendouba.","Jendouba Tunisia, transport, Transport, Private ride, Local Partner, Forests, Heritage, gallery"
"assets/images/places/kairouan_accommodation_1.jpg","place-main-accommodation","places.json","Dar Kairouan Courtyard House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Kairouan with breakfast, concierge help, and nearby heritage routes.","Kairouan Tunisia, accommodation, Heritage, Boutique, Local Partner, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_accommodation_2.jpg","place-main-accommodation","places.json","Kairouan Mosque Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Kairouan suited to couples, families, and friends exploring the region.","Kairouan Tunisia, accommodation, Nature, Comfort, Family, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Kairouan Courtyard House gallery","Secondary gallery view for Dar Kairouan Courtyard House in Kairouan.","Kairouan Tunisia, accommodation, Heritage, Boutique, Local Partner, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_accommodation_22.jpg","place-gallery-accommodation","places.json","Kairouan Mosque Guest Lodge gallery","Secondary gallery view for Kairouan Mosque Guest Lodge in Kairouan.","Kairouan Tunisia, accommodation, Nature, Comfort, Family, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_activity_27.jpg","place-gallery-activity","places.json","Kairouan Cycling Escape gallery","Secondary gallery view for Kairouan Cycling Escape in Kairouan.","Kairouan Tunisia, activity, Cycling, Adventure, Nature, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_activity_28.jpg","place-gallery-activity","places.json","Kairouan Medina Adventure Trail gallery","Secondary gallery view for Kairouan Medina Adventure Trail in Kairouan.","Kairouan Tunisia, activity, Adventure, Guided, Nature, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_activity_7.jpg","place-main-activity","places.json","Kairouan Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Kairouan designed for curious travelers seeking active discovery.","Kairouan Tunisia, activity, Cycling, Adventure, Nature, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_activity_8.jpg","place-main-activity","places.json","Kairouan Medina Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Kairouan with local guide support, stories, and practical logistics included.","Kairouan Tunisia, activity, Adventure, Guided, Nature, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_artisan_25.jpg","place-gallery-artisan","places.json","Kairouan Heritage Atelier gallery","Secondary gallery view for Kairouan Heritage Atelier in Kairouan.","Kairouan Tunisia, artisan, Artisan, Workshop, Local Partner, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Kairouan gallery","Secondary gallery view for Blue Door Crafts Kairouan in Kairouan.","Kairouan Tunisia, artisan, Artisan, Design, Handmade, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_artisan_5.jpg","place-main-artisan","places.json","Kairouan Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Kairouan offering demonstrations, small-batch products, and cultural context.","Kairouan Tunisia, artisan, Artisan, Workshop, Local Partner, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Kairouan","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Kairouan where travelers can shop responsibly and learn about local techniques.","Kairouan Tunisia, artisan, Artisan, Design, Handmade, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_museum_29.jpg","place-gallery-museum","places.json","Kairouan Living Heritage House gallery","Secondary gallery view for Kairouan Living Heritage House in Kairouan.","Kairouan Tunisia, museum, Heritage, Museum, Culture, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_museum_9.jpg","place-main-museum","places.json","Kairouan Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Kairouan presenting architecture, memory, and craft in a visitor-friendly format.","Kairouan Tunisia, museum, Heritage, Museum, Culture, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_naturespot_11.jpg","place-main-natureSpot","places.json","Kairouan Courtyard Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Kairouan offering guided walks, open views, and easy half-day planning.","Kairouan Tunisia, natureSpot, Nature, Panorama, Family, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_naturespot_31.jpg","place-gallery-natureSpot","places.json","Kairouan Courtyard Nature Lookout gallery","Secondary gallery view for Kairouan Courtyard Nature Lookout in Kairouan.","Kairouan Tunisia, natureSpot, Nature, Panorama, Family, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_restaurant_23.jpg","place-gallery-restaurant","places.json","Kairouan Medina Table gallery","Secondary gallery view for Kairouan Medina Table in Kairouan.","Kairouan Tunisia, restaurant, Culinary, Traditional, Local Partner, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Kairouan gallery","Secondary gallery view for Olive Route Kitchen Kairouan in Kairouan.","Kairouan Tunisia, restaurant, Culinary, Chef table, Food, Sacred heritage, Craft, gallery"
"assets/images/places/kairouan_restaurant_3.jpg","place-main-restaurant","places.json","Kairouan Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Kairouan focused on regional recipes, tasting plates, and warm service.","Kairouan Tunisia, restaurant, Culinary, Traditional, Local Partner, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Kairouan","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Kairouan with polished plating and seasonal menus.","Kairouan Tunisia, restaurant, Culinary, Chef table, Food, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_transport_10.jpg","place-main-transport","places.json","Kairouan Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Kairouan with airport, station, city, and day-trip options.","Kairouan Tunisia, transport, Transport, Private ride, Local Partner, Sacred heritage, Craft, local travel"
"assets/images/places/kairouan_transport_30.jpg","place-gallery-transport","places.json","Kairouan Local Ride Collective gallery","Secondary gallery view for Kairouan Local Ride Collective in Kairouan.","Kairouan Tunisia, transport, Transport, Private ride, Local Partner, Sacred heritage, Craft, gallery"
"assets/images/places/kasserine_accommodation_1.jpg","place-main-accommodation","places.json","Dar Kasserine Ridge House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Kasserine with breakfast, concierge help, and nearby heritage routes.","Kasserine Tunisia, accommodation, Heritage, Boutique, Local Partner, Adventure, Mountains, local travel"
"assets/images/places/kasserine_accommodation_2.jpg","place-main-accommodation","places.json","Kasserine Summit Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Kasserine suited to couples, families, and friends exploring the region.","Kasserine Tunisia, accommodation, Nature, Comfort, Family, Adventure, Mountains, local travel"
"assets/images/places/kasserine_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Kasserine Ridge House gallery","Secondary gallery view for Dar Kasserine Ridge House in Kasserine.","Kasserine Tunisia, accommodation, Heritage, Boutique, Local Partner, Adventure, Mountains, gallery"
"assets/images/places/kasserine_accommodation_22.jpg","place-gallery-accommodation","places.json","Kasserine Summit Guest Lodge gallery","Secondary gallery view for Kasserine Summit Guest Lodge in Kasserine.","Kasserine Tunisia, accommodation, Nature, Comfort, Family, Adventure, Mountains, gallery"
"assets/images/places/kasserine_activity_27.jpg","place-gallery-activity","places.json","Kasserine Cycling Escape gallery","Secondary gallery view for Kasserine Cycling Escape in Kasserine.","Kasserine Tunisia, activity, Cycling, Adventure, Nature, Adventure, Mountains, gallery"
"assets/images/places/kasserine_activity_28.jpg","place-gallery-activity","places.json","Kasserine Spring Adventure Trail gallery","Secondary gallery view for Kasserine Spring Adventure Trail in Kasserine.","Kasserine Tunisia, activity, Adventure, Guided, Nature, Adventure, Mountains, gallery"
"assets/images/places/kasserine_activity_7.jpg","place-main-activity","places.json","Kasserine Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Kasserine designed for curious travelers seeking active discovery.","Kasserine Tunisia, activity, Cycling, Adventure, Nature, Adventure, Mountains, local travel"
"assets/images/places/kasserine_activity_8.jpg","place-main-activity","places.json","Kasserine Spring Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Kasserine with local guide support, stories, and practical logistics included.","Kasserine Tunisia, activity, Adventure, Guided, Nature, Adventure, Mountains, local travel"
"assets/images/places/kasserine_artisan_25.jpg","place-gallery-artisan","places.json","Kasserine Heritage Atelier gallery","Secondary gallery view for Kasserine Heritage Atelier in Kasserine.","Kasserine Tunisia, artisan, Artisan, Workshop, Local Partner, Adventure, Mountains, gallery"
"assets/images/places/kasserine_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Kasserine gallery","Secondary gallery view for Blue Door Crafts Kasserine in Kasserine.","Kasserine Tunisia, artisan, Artisan, Design, Handmade, Adventure, Mountains, gallery"
"assets/images/places/kasserine_artisan_5.jpg","place-main-artisan","places.json","Kasserine Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Kasserine offering demonstrations, small-batch products, and cultural context.","Kasserine Tunisia, artisan, Artisan, Workshop, Local Partner, Adventure, Mountains, local travel"
"assets/images/places/kasserine_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Kasserine","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Kasserine where travelers can shop responsibly and learn about local techniques.","Kasserine Tunisia, artisan, Artisan, Design, Handmade, Adventure, Mountains, local travel"
"assets/images/places/kasserine_museum_29.jpg","place-gallery-museum","places.json","Kasserine Living Heritage House gallery","Secondary gallery view for Kasserine Living Heritage House in Kasserine.","Kasserine Tunisia, museum, Heritage, Museum, Culture, Adventure, Mountains, gallery"
"assets/images/places/kasserine_museum_9.jpg","place-main-museum","places.json","Kasserine Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Kasserine presenting architecture, memory, and craft in a visitor-friendly format.","Kasserine Tunisia, museum, Heritage, Museum, Culture, Adventure, Mountains, local travel"
"assets/images/places/kasserine_naturespot_11.jpg","place-main-natureSpot","places.json","Kasserine Ridge Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Kasserine offering guided walks, open views, and easy half-day planning.","Kasserine Tunisia, natureSpot, Nature, Panorama, Family, Adventure, Mountains, local travel"
"assets/images/places/kasserine_naturespot_31.jpg","place-gallery-natureSpot","places.json","Kasserine Ridge Nature Lookout gallery","Secondary gallery view for Kasserine Ridge Nature Lookout in Kasserine.","Kasserine Tunisia, natureSpot, Nature, Panorama, Family, Adventure, Mountains, gallery"
"assets/images/places/kasserine_restaurant_23.jpg","place-gallery-restaurant","places.json","Kasserine Medina Table gallery","Secondary gallery view for Kasserine Medina Table in Kasserine.","Kasserine Tunisia, restaurant, Culinary, Traditional, Local Partner, Adventure, Mountains, gallery"
"assets/images/places/kasserine_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Kasserine gallery","Secondary gallery view for Olive Route Kitchen Kasserine in Kasserine.","Kasserine Tunisia, restaurant, Culinary, Chef table, Food, Adventure, Mountains, gallery"
"assets/images/places/kasserine_restaurant_3.jpg","place-main-restaurant","places.json","Kasserine Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Kasserine focused on regional recipes, tasting plates, and warm service.","Kasserine Tunisia, restaurant, Culinary, Traditional, Local Partner, Adventure, Mountains, local travel"
"assets/images/places/kasserine_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Kasserine","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Kasserine with polished plating and seasonal menus.","Kasserine Tunisia, restaurant, Culinary, Chef table, Food, Adventure, Mountains, local travel"
"assets/images/places/kasserine_transport_10.jpg","place-main-transport","places.json","Kasserine Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Kasserine with airport, station, city, and day-trip options.","Kasserine Tunisia, transport, Transport, Private ride, Local Partner, Adventure, Mountains, local travel"
"assets/images/places/kasserine_transport_30.jpg","place-gallery-transport","places.json","Kasserine Local Ride Collective gallery","Secondary gallery view for Kasserine Local Ride Collective in Kasserine.","Kasserine Tunisia, transport, Transport, Private ride, Local Partner, Adventure, Mountains, gallery"
"assets/images/places/kebili_accommodation_1.jpg","place-main-accommodation","places.json","Dar Kebili Desert House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Kebili with breakfast, concierge help, and nearby heritage routes.","Kebili Tunisia, accommodation, Heritage, Boutique, Local Partner, Sahara, Dunes, local travel"
"assets/images/places/kebili_accommodation_2.jpg","place-main-accommodation","places.json","Kebili Ksar Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Kebili suited to couples, families, and friends exploring the region.","Kebili Tunisia, accommodation, Nature, Comfort, Family, Sahara, Dunes, local travel"
"assets/images/places/kebili_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Kebili Desert House gallery","Secondary gallery view for Dar Kebili Desert House in Kebili.","Kebili Tunisia, accommodation, Heritage, Boutique, Local Partner, Sahara, Dunes, gallery"
"assets/images/places/kebili_accommodation_22.jpg","place-gallery-accommodation","places.json","Kebili Ksar Guest Lodge gallery","Secondary gallery view for Kebili Ksar Guest Lodge in Kebili.","Kebili Tunisia, accommodation, Nature, Comfort, Family, Sahara, Dunes, gallery"
"assets/images/places/kebili_activity_27.jpg","place-gallery-activity","places.json","Kebili Cycling Escape gallery","Secondary gallery view for Kebili Cycling Escape in Kebili.","Kebili Tunisia, activity, Cycling, Adventure, Nature, Sahara, Dunes, gallery"
"assets/images/places/kebili_activity_28.jpg","place-gallery-activity","places.json","Kebili Dune Adventure Trail gallery","Secondary gallery view for Kebili Dune Adventure Trail in Kebili.","Kebili Tunisia, activity, Adventure, Guided, Nature, Sahara, Dunes, gallery"
"assets/images/places/kebili_activity_7.jpg","place-main-activity","places.json","Kebili Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Kebili designed for curious travelers seeking active discovery.","Kebili Tunisia, activity, Cycling, Adventure, Nature, Sahara, Dunes, local travel"
"assets/images/places/kebili_activity_8.jpg","place-main-activity","places.json","Kebili Dune Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Kebili with local guide support, stories, and practical logistics included.","Kebili Tunisia, activity, Adventure, Guided, Nature, Sahara, Dunes, local travel"
"assets/images/places/kebili_artisan_25.jpg","place-gallery-artisan","places.json","Kebili Heritage Atelier gallery","Secondary gallery view for Kebili Heritage Atelier in Kebili.","Kebili Tunisia, artisan, Artisan, Workshop, Local Partner, Sahara, Dunes, gallery"
"assets/images/places/kebili_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Kebili gallery","Secondary gallery view for Blue Door Crafts Kebili in Kebili.","Kebili Tunisia, artisan, Artisan, Design, Handmade, Sahara, Dunes, gallery"
"assets/images/places/kebili_artisan_5.jpg","place-main-artisan","places.json","Kebili Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Kebili offering demonstrations, small-batch products, and cultural context.","Kebili Tunisia, artisan, Artisan, Workshop, Local Partner, Sahara, Dunes, local travel"
"assets/images/places/kebili_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Kebili","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Kebili where travelers can shop responsibly and learn about local techniques.","Kebili Tunisia, artisan, Artisan, Design, Handmade, Sahara, Dunes, local travel"
"assets/images/places/kebili_museum_29.jpg","place-gallery-museum","places.json","Kebili Living Heritage House gallery","Secondary gallery view for Kebili Living Heritage House in Kebili.","Kebili Tunisia, museum, Heritage, Museum, Culture, Sahara, Dunes, gallery"
"assets/images/places/kebili_museum_9.jpg","place-main-museum","places.json","Kebili Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Kebili presenting architecture, memory, and craft in a visitor-friendly format.","Kebili Tunisia, museum, Heritage, Museum, Culture, Sahara, Dunes, local travel"
"assets/images/places/kebili_naturespot_11.jpg","place-main-natureSpot","places.json","Kebili Desert Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Kebili offering guided walks, open views, and easy half-day planning.","Kebili Tunisia, natureSpot, Nature, Panorama, Family, Sahara, Dunes, local travel"
"assets/images/places/kebili_naturespot_31.jpg","place-gallery-natureSpot","places.json","Kebili Desert Nature Lookout gallery","Secondary gallery view for Kebili Desert Nature Lookout in Kebili.","Kebili Tunisia, natureSpot, Nature, Panorama, Family, Sahara, Dunes, gallery"
"assets/images/places/kebili_restaurant_23.jpg","place-gallery-restaurant","places.json","Kebili Medina Table gallery","Secondary gallery view for Kebili Medina Table in Kebili.","Kebili Tunisia, restaurant, Culinary, Traditional, Local Partner, Sahara, Dunes, gallery"
"assets/images/places/kebili_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Kebili gallery","Secondary gallery view for Olive Route Kitchen Kebili in Kebili.","Kebili Tunisia, restaurant, Culinary, Chef table, Food, Sahara, Dunes, gallery"
"assets/images/places/kebili_restaurant_3.jpg","place-main-restaurant","places.json","Kebili Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Kebili focused on regional recipes, tasting plates, and warm service.","Kebili Tunisia, restaurant, Culinary, Traditional, Local Partner, Sahara, Dunes, local travel"
"assets/images/places/kebili_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Kebili","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Kebili with polished plating and seasonal menus.","Kebili Tunisia, restaurant, Culinary, Chef table, Food, Sahara, Dunes, local travel"
"assets/images/places/kebili_transport_10.jpg","place-main-transport","places.json","Kebili Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Kebili with airport, station, city, and day-trip options.","Kebili Tunisia, transport, Transport, Private ride, Local Partner, Sahara, Dunes, local travel"
"assets/images/places/kebili_transport_30.jpg","place-gallery-transport","places.json","Kebili Local Ride Collective gallery","Secondary gallery view for Kebili Local Ride Collective in Kebili.","Kebili Tunisia, transport, Transport, Private ride, Local Partner, Sahara, Dunes, gallery"
"assets/images/places/kef_accommodation_1.jpg","place-main-accommodation","places.json","Dar Kef Ridge House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Kef with breakfast, concierge help, and nearby heritage routes.","Kef Tunisia, accommodation, Heritage, Boutique, Local Partner, Hill town, History, local travel"
"assets/images/places/kef_accommodation_2.jpg","place-main-accommodation","places.json","Kef Summit Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Kef suited to couples, families, and friends exploring the region.","Kef Tunisia, accommodation, Nature, Comfort, Family, Hill town, History, local travel"
"assets/images/places/kef_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Kef Ridge House gallery","Secondary gallery view for Dar Kef Ridge House in Kef.","Kef Tunisia, accommodation, Heritage, Boutique, Local Partner, Hill town, History, gallery"
"assets/images/places/kef_accommodation_22.jpg","place-gallery-accommodation","places.json","Kef Summit Guest Lodge gallery","Secondary gallery view for Kef Summit Guest Lodge in Kef.","Kef Tunisia, accommodation, Nature, Comfort, Family, Hill town, History, gallery"
"assets/images/places/kef_activity_27.jpg","place-gallery-activity","places.json","Kef Cycling Escape gallery","Secondary gallery view for Kef Cycling Escape in Kef.","Kef Tunisia, activity, Cycling, Adventure, Nature, Hill town, History, gallery"
"assets/images/places/kef_activity_28.jpg","place-gallery-activity","places.json","Kef Spring Adventure Trail gallery","Secondary gallery view for Kef Spring Adventure Trail in Kef.","Kef Tunisia, activity, Adventure, Guided, Nature, Hill town, History, gallery"
"assets/images/places/kef_activity_7.jpg","place-main-activity","places.json","Kef Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Kef designed for curious travelers seeking active discovery.","Kef Tunisia, activity, Cycling, Adventure, Nature, Hill town, History, local travel"
"assets/images/places/kef_activity_8.jpg","place-main-activity","places.json","Kef Spring Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Kef with local guide support, stories, and practical logistics included.","Kef Tunisia, activity, Adventure, Guided, Nature, Hill town, History, local travel"
"assets/images/places/kef_artisan_25.jpg","place-gallery-artisan","places.json","Kef Heritage Atelier gallery","Secondary gallery view for Kef Heritage Atelier in Kef.","Kef Tunisia, artisan, Artisan, Workshop, Local Partner, Hill town, History, gallery"
"assets/images/places/kef_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Kef gallery","Secondary gallery view for Blue Door Crafts Kef in Kef.","Kef Tunisia, artisan, Artisan, Design, Handmade, Hill town, History, gallery"
"assets/images/places/kef_artisan_5.jpg","place-main-artisan","places.json","Kef Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Kef offering demonstrations, small-batch products, and cultural context.","Kef Tunisia, artisan, Artisan, Workshop, Local Partner, Hill town, History, local travel"
"assets/images/places/kef_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Kef","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Kef where travelers can shop responsibly and learn about local techniques.","Kef Tunisia, artisan, Artisan, Design, Handmade, Hill town, History, local travel"
